Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT_OPTION_VALUE,'4384468205651,name,en,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384468205651,name,es,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384468205651,name,fr,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384468205651,name,hr,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384468205651,name,hu,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384468205651,name,it,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384468205651,name,pl,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384468205651,name,ro,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384468205651,name,sk,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384468238419,name,bg,,,9,9
PRODUCT_OPTION_VALUE,'4384468238419,name,de,,,9,9
PRODUCT_OPTION_VALUE,'4384468238419,name,en,,,9,9
PRODUCT_OPTION_VALUE,'4384468238419,name,es,,,9,9
PRODUCT_OPTION_VALUE,'4384468238419,name,fr,,,9,9
PRODUCT_OPTION_VALUE,'4384468238419,name,hr,,,9,9
PRODUCT_OPTION_VALUE,'4384468238419,name,hu,,,9,9
PRODUCT_OPTION_VALUE,'4384468238419,name,it,,,9,9
PRODUCT_OPTION_VALUE,'4384468238419,name,pl,,,9,9
PRODUCT_OPTION_VALUE,'4384468238419,name,ro,,,9,9
PRODUCT_OPTION_VALUE,'4384468238419,name,sk,,,9,9
PRODUCT_OPTION_VALUE,'4384468271187,name,bg,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384468271187,name,de,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384468271187,name,en,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384468271187,name,es,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384468271187,name,fr,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384468271187,name,hr,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384468271187,name,hu,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384468271187,name,it,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384468271187,name,pl,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384468271187,name,ro,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384468271187,name,sk,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384468303955,name,bg,,,10,10
PRODUCT_OPTION_VALUE,'4384468303955,name,de,,,10,10
PRODUCT_OPTION_VALUE,'4384468303955,name,en,,,10,10
PRODUCT_OPTION_VALUE,'4384468303955,name,es,,,10,10
PRODUCT_OPTION_VALUE,'4384468303955,name,fr,,,10,10
PRODUCT_OPTION_VALUE,'4384468303955,name,hr,,,10,10
PRODUCT_OPTION_VALUE,'4384468303955,name,hu,,,10,10
PRODUCT_OPTION_VALUE,'4384468303955,name,it,,,10,10
PRODUCT_OPTION_VALUE,'4384468303955,name,pl,,,10,10
PRODUCT_OPTION_VALUE,'4384468303955,name,ro,,,10,10
PRODUCT_OPTION_VALUE,'4384468303955,name,sk,,,10,10
PRODUCT_OPTION_VALUE,'4384468336723,name,bg,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384468336723,name,de,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384468336723,name,en,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384468336723,name,es,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384468336723,name,fr,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384468336723,name,hr,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384468336723,name,hu,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384468336723,name,it,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384468336723,name,pl,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384468336723,name,ro,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384468336723,name,sk,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384468369491,name,bg,,,11,11
PRODUCT_OPTION_VALUE,'4384468369491,name,de,,,11,11
PRODUCT_OPTION_VALUE,'4384468369491,name,en,,,11,11
PRODUCT_OPTION_VALUE,'4384468369491,name,es,,,11,11
PRODUCT_OPTION_VALUE,'4384468369491,name,fr,,,11,11
PRODUCT_OPTION_VALUE,'4384468369491,name,hr,,,11,11
PRODUCT_OPTION_VALUE,'4384468369491,name,hu,,,11,11
PRODUCT_OPTION_VALUE,'4384468369491,name,it,,,11,11
PRODUCT_OPTION_VALUE,'4384468369491,name,pl,,,11,11
PRODUCT_OPTION_VALUE,'4384468369491,name,ro,,,11,11
PRODUCT_OPTION_VALUE,'4384468369491,name,sk,,,11,11
PRODUCT_OPTION_VALUE,'4384470827091,name,bg,,,7,7
PRODUCT_OPTION_VALUE,'4384470827091,name,de,,,7,7
PRODUCT_OPTION_VALUE,'4384470827091,name,en,,,7,7
PRODUCT_OPTION_VALUE,'4384470827091,name,es,,,7,7
PRODUCT_OPTION_VALUE,'4384470827091,name,fr,,,7,7
PRODUCT_OPTION_VALUE,'4384470827091,name,hr,,,7,7
PRODUCT_OPTION_VALUE,'4384470827091,name,hu,,,7,7
PRODUCT_OPTION_VALUE,'4384470827091,name,it,,,7,7
PRODUCT_OPTION_VALUE,'4384470827091,name,pl,,,7,7
PRODUCT_OPTION_VALUE,'4384470827091,name,ro,,,7,7
PRODUCT_OPTION_VALUE,'4384470827091,name,sk,,,7,7
PRODUCT_OPTION_VALUE,'4384470859859,name,bg,,,8,8
PRODUCT_OPTION_VALUE,'4384470859859,name,de,,,8,8
PRODUCT_OPTION_VALUE,'4384470859859,name,en,,,8,8
PRODUCT_OPTION_VALUE,'4384470859859,name,es,,,8,8
PRODUCT_OPTION_VALUE,'4384470859859,name,fr,,,8,8
PRODUCT_OPTION_VALUE,'4384470859859,name,hr,,,8,8
PRODUCT_OPTION_VALUE,'4384470859859,name,hu,,,8,8
PRODUCT_OPTION_VALUE,'4384470859859,name,it,,,8,8
PRODUCT_OPTION_VALUE,'4384470859859,name,pl,,,8,8
PRODUCT_OPTION_VALUE,'4384470859859,name,ro,,,8,8
PRODUCT_OPTION_VALUE,'4384470859859,name,sk,,,8,8
PRODUCT_OPTION_VALUE,'4384470892627,name,bg,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384470892627,name,de,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384470892627,name,en,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384470892627,name,es,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384470892627,name,fr,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384470892627,name,hr,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384470892627,name,hu,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384470892627,name,it,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384470892627,name,pl,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384470892627,name,ro,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384470892627,name,sk,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384470925395,name,bg,,,9,9
PRODUCT_OPTION_VALUE,'4384470925395,name,de,,,9,9
PRODUCT_OPTION_VALUE,'4384470925395,name,en,,,9,9
PRODUCT_OPTION_VALUE,'4384470925395,name,es,,,9,9
PRODUCT_OPTION_VALUE,'4384470925395,name,fr,,,9,9
PRODUCT_OPTION_VALUE,'4384470925395,name,hr,,,9,9
PRODUCT_OPTION_VALUE,'4384470925395,name,hu,,,9,9
PRODUCT_OPTION_VALUE,'4384470925395,name,it,,,9,9
PRODUCT_OPTION_VALUE,'4384470925395,name,pl,,,9,9
PRODUCT_OPTION_VALUE,'4384470925395,name,ro,,,9,9
PRODUCT_OPTION_VALUE,'4384470925395,name,sk,,,9,9
PRODUCT_OPTION_VALUE,'4384470958163,name,bg,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384470958163,name,de,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384470958163,name,en,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384470958163,name,es,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384470958163,name,fr,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384470958163,name,hr,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384470958163,name,hu,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384470958163,name,it,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384470958163,name,pl,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384470958163,name,ro,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384470958163,name,sk,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384470990931,name,bg,,,10,10
PRODUCT_OPTION_VALUE,'4384470990931,name,de,,,10,10
PRODUCT_OPTION_VALUE,'4384470990931,name,en,,,10,10
PRODUCT_OPTION_VALUE,'4384470990931,name,es,,,10,10
PRODUCT_OPTION_VALUE,'4384470990931,name,fr,,,10,10
PRODUCT_OPTION_VALUE,'4384470990931,name,hr,,,10,10
PRODUCT_OPTION_VALUE,'4384470990931,name,hu,,,10,10
PRODUCT_OPTION_VALUE,'4384470990931,name,it,,,10,10
PRODUCT_OPTION_VALUE,'4384470990931,name,pl,,,10,10
PRODUCT_OPTION_VALUE,'4384470990931,name,ro,,,10,10
PRODUCT_OPTION_VALUE,'4384470990931,name,sk,,,10,10
PRODUCT_OPTION_VALUE,'4384471023699,name,bg,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384471023699,name,de,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384471023699,name,en,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384471023699,name,es,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384471023699,name,fr,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384471023699,name,hr,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384471023699,name,hu,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384471023699,name,it,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384471023699,name,pl,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384471023699,name,ro,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384471023699,name,sk,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384471056467,name,bg,,,11,11
PRODUCT_OPTION_VALUE,'4384471056467,name,de,,,11,11
PRODUCT_OPTION_VALUE,'4384471056467,name,en,,,11,11
PRODUCT_OPTION_VALUE,'4384471056467,name,es,,,11,11
PRODUCT_OPTION_VALUE,'4384471056467,name,fr,,,11,11
PRODUCT_OPTION_VALUE,'4384471056467,name,hr,,,11,11
PRODUCT_OPTION_VALUE,'4384471056467,name,hu,,,11,11
PRODUCT_OPTION_VALUE,'4384471056467,name,it,,,11,11
PRODUCT_OPTION_VALUE,'4384471056467,name,pl,,,11,11
PRODUCT_OPTION_VALUE,'4384471056467,name,ro,,,11,11
PRODUCT_OPTION_VALUE,'4384471056467,name,sk,,,11,11
PRODUCT_OPTION_VALUE,'4384472072275,name,bg,,,7,7
PRODUCT_OPTION_VALUE,'4384472072275,name,de,,,7,7
PRODUCT_OPTION_VALUE,'4384472072275,name,en,,,7,7
PRODUCT_OPTION_VALUE,'4384472072275,name,es,,,7,7
PRODUCT_OPTION_VALUE,'4384472072275,name,fr,,,7,7
PRODUCT_OPTION_VALUE,'4384472072275,name,hr,,,7,7
PRODUCT_OPTION_VALUE,'4384472072275,name,hu,,,7,7
PRODUCT_OPTION_VALUE,'4384472072275,name,it,,,7,7
PRODUCT_OPTION_VALUE,'4384472072275,name,pl,,,7,7
PRODUCT_OPTION_VALUE,'4384472072275,name,ro,,,7,7
PRODUCT_OPTION_VALUE,'4384472072275,name,sk,,,7,7
PRODUCT_OPTION_VALUE,'4384472105043,name,bg,,,8,8
PRODUCT_OPTION_VALUE,'4384472105043,name,de,,,8,8
PRODUCT_OPTION_VALUE,'4384472105043,name,en,,,8,8
PRODUCT_OPTION_VALUE,'4384472105043,name,es,,,8,8
PRODUCT_OPTION_VALUE,'4384472105043,name,fr,,,8,8
PRODUCT_OPTION_VALUE,'4384472105043,name,hr,,,8,8
PRODUCT_OPTION_VALUE,'4384472105043,name,hu,,,8,8
PRODUCT_OPTION_VALUE,'4384472105043,name,it,,,8,8
PRODUCT_OPTION_VALUE,'4384472105043,name,pl,,,8,8
PRODUCT_OPTION_VALUE,'4384472105043,name,ro,,,8,8
PRODUCT_OPTION_VALUE,'4384472105043,name,sk,,,8,8
PRODUCT_OPTION_VALUE,'4384472137811,name,bg,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384472137811,name,de,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384472137811,name,en,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384472137811,name,es,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384472137811,name,fr,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384472137811,name,hr,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384472137811,name,hu,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384472137811,name,it,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384472137811,name,pl,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384472137811,name,ro,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384472137811,name,sk,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384472170579,name,bg,,,9,9
PRODUCT_OPTION_VALUE,'4384472170579,name,de,,,9,9
PRODUCT_OPTION_VALUE,'4384472170579,name,en,,,9,9
PRODUCT_OPTION_VALUE,'4384472170579,name,es,,,9,9
PRODUCT_OPTION_VALUE,'4384472170579,name,fr,,,9,9
PRODUCT_OPTION_VALUE,'4384472170579,name,hr,,,9,9
PRODUCT_OPTION_VALUE,'4384472170579,name,hu,,,9,9
PRODUCT_OPTION_VALUE,'4384472170579,name,it,,,9,9
PRODUCT_OPTION_VALUE,'4384472170579,name,pl,,,9,9
PRODUCT_OPTION_VALUE,'4384472170579,name,ro,,,9,9
PRODUCT_OPTION_VALUE,'4384472170579,name,sk,,,9,9
PRODUCT_OPTION_VALUE,'4384472203347,name,bg,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384472203347,name,de,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384472203347,name,en,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384472203347,name,es,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384472203347,name,fr,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384472203347,name,hr,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384472203347,name,hu,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384472203347,name,it,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384472203347,name,pl,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384472203347,name,ro,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384472203347,name,sk,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384472236115,name,bg,,,10,10
PRODUCT_OPTION_VALUE,'4384472236115,name,de,,,10,10
PRODUCT_OPTION_VALUE,'4384472236115,name,en,,,10,10
PRODUCT_OPTION_VALUE,'4384472236115,name,es,,,10,10
PRODUCT_OPTION_VALUE,'4384472236115,name,fr,,,10,10
PRODUCT_OPTION_VALUE,'4384472236115,name,hr,,,10,10
PRODUCT_OPTION_VALUE,'4384472236115,name,hu,,,10,10
PRODUCT_OPTION_VALUE,'4384472236115,name,it,,,10,10
PRODUCT_OPTION_VALUE,'4384472236115,name,pl,,,10,10
PRODUCT_OPTION_VALUE,'4384472236115,name,ro,,,10,10
PRODUCT_OPTION_VALUE,'4384472236115,name,sk,,,10,10
PRODUCT_OPTION_VALUE,'4384472268883,name,bg,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384472268883,name,de,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384472268883,name,en,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384472268883,name,es,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384472268883,name,fr,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384472268883,name,hr,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384472268883,name,hu,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384472268883,name,it,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384472268883,name,pl,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384472268883,name,ro,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384472268883,name,sk,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384472301651,name,bg,,,11,11
PRODUCT_OPTION_VALUE,'4384472301651,name,de,,,11,11
PRODUCT_OPTION_VALUE,'4384472301651,name,en,,,11,11
PRODUCT_OPTION_VALUE,'4384472301651,name,es,,,11,11
PRODUCT_OPTION_VALUE,'4384472301651,name,fr,,,11,11
PRODUCT_OPTION_VALUE,'4384472301651,name,hr,,,11,11
PRODUCT_OPTION_VALUE,'4384472301651,name,hu,,,11,11
PRODUCT_OPTION_VALUE,'4384472301651,name,it,,,11,11
PRODUCT_OPTION_VALUE,'4384472301651,name,pl,,,11,11
PRODUCT_OPTION_VALUE,'4384472301651,name,ro,,,11,11
PRODUCT_OPTION_VALUE,'4384472301651,name,sk,,,11,11
PRODUCT_OPTION_VALUE,'4384472924243,name,bg,,,7,7
PRODUCT_OPTION_VALUE,'4384472924243,name,de,,,7,7
PRODUCT_OPTION_VALUE,'4384472924243,name,en,,,7,7
PRODUCT_OPTION_VALUE,'4384472924243,name,es,,,7,7
PRODUCT_OPTION_VALUE,'4384472924243,name,fr,,,7,7
PRODUCT_OPTION_VALUE,'4384472924243,name,hr,,,7,7
PRODUCT_OPTION_VALUE,'4384472924243,name,hu,,,7,7
PRODUCT_OPTION_VALUE,'4384472924243,name,it,,,7,7
PRODUCT_OPTION_VALUE,'4384472924243,name,pl,,,7,7
PRODUCT_OPTION_VALUE,'4384472924243,name,ro,,,7,7
PRODUCT_OPTION_VALUE,'4384472924243,name,sk,,,7,7
PRODUCT_OPTION_VALUE,'4384472957011,name,bg,,,8,8
PRODUCT_OPTION_VALUE,'4384472957011,name,de,,,8,8
PRODUCT_OPTION_VALUE,'4384472957011,name,en,,,8,8
PRODUCT_OPTION_VALUE,'4384472957011,name,es,,,8,8
PRODUCT_OPTION_VALUE,'4384472957011,name,fr,,,8,8
PRODUCT_OPTION_VALUE,'4384472957011,name,hr,,,8,8
PRODUCT_OPTION_VALUE,'4384472957011,name,hu,,,8,8
PRODUCT_OPTION_VALUE,'4384472957011,name,it,,,8,8
PRODUCT_OPTION_VALUE,'4384472957011,name,pl,,,8,8
PRODUCT_OPTION_VALUE,'4384472957011,name,ro,,,8,8
PRODUCT_OPTION_VALUE,'4384472957011,name,sk,,,8,8
PRODUCT_OPTION_VALUE,'4384472989779,name,bg,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384472989779,name,de,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384472989779,name,en,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384472989779,name,es,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384472989779,name,fr,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384472989779,name,hr,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384472989779,name,hu,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384472989779,name,it,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384472989779,name,pl,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384472989779,name,ro,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384472989779,name,sk,,,8.5,8.5
PRODUCT_OPTION_VALUE,'4384473022547,name,bg,,,9,9
PRODUCT_OPTION_VALUE,'4384473022547,name,de,,,9,9
PRODUCT_OPTION_VALUE,'4384473022547,name,en,,,9,9
PRODUCT_OPTION_VALUE,'4384473022547,name,es,,,9,9
PRODUCT_OPTION_VALUE,'4384473022547,name,fr,,,9,9
PRODUCT_OPTION_VALUE,'4384473022547,name,hr,,,9,9
PRODUCT_OPTION_VALUE,'4384473022547,name,hu,,,9,9
PRODUCT_OPTION_VALUE,'4384473022547,name,it,,,9,9
PRODUCT_OPTION_VALUE,'4384473022547,name,pl,,,9,9
PRODUCT_OPTION_VALUE,'4384473022547,name,ro,,,9,9
PRODUCT_OPTION_VALUE,'4384473022547,name,sk,,,9,9
PRODUCT_OPTION_VALUE,'4384473055315,name,bg,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384473055315,name,de,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384473055315,name,en,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384473055315,name,es,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384473055315,name,fr,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384473055315,name,hr,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384473055315,name,hu,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384473055315,name,it,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384473055315,name,pl,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384473055315,name,ro,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384473055315,name,sk,,,9.5,9.5
PRODUCT_OPTION_VALUE,'4384473088083,name,bg,,,10,10
PRODUCT_OPTION_VALUE,'4384473088083,name,de,,,10,10
PRODUCT_OPTION_VALUE,'4384473088083,name,en,,,10,10
PRODUCT_OPTION_VALUE,'4384473088083,name,es,,,10,10
PRODUCT_OPTION_VALUE,'4384473088083,name,fr,,,10,10
PRODUCT_OPTION_VALUE,'4384473088083,name,hr,,,10,10
PRODUCT_OPTION_VALUE,'4384473088083,name,hu,,,10,10
PRODUCT_OPTION_VALUE,'4384473088083,name,it,,,10,10
PRODUCT_OPTION_VALUE,'4384473088083,name,pl,,,10,10
PRODUCT_OPTION_VALUE,'4384473088083,name,ro,,,10,10
PRODUCT_OPTION_VALUE,'4384473088083,name,sk,,,10,10
PRODUCT_OPTION_VALUE,'4384473120851,name,bg,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384473120851,name,de,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384473120851,name,en,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384473120851,name,es,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384473120851,name,fr,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384473120851,name,hr,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384473120851,name,hu,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384473120851,name,it,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384473120851,name,pl,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384473120851,name,ro,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384473120851,name,sk,,,10.5,10.5
PRODUCT_OPTION_VALUE,'4384473153619,name,bg,,,11,11
PRODUCT_OPTION_VALUE,'4384473153619,name,de,,,11,11
PRODUCT_OPTION_VALUE,'4384473153619,name,en,,,11,11
PRODUCT_OPTION_VALUE,'4384473153619,name,es,,,11,11
PRODUCT_OPTION_VALUE,'4384473153619,name,fr,,,11,11
PRODUCT_OPTION_VALUE,'4384473153619,name,hr,,,11,11
PRODUCT_OPTION_VALUE,'4384473153619,name,hu,,,11,11
PRODUCT_OPTION_VALUE,'4384473153619,name,it,,,11,11
PRODUCT_OPTION_VALUE,'4384473153619,name,pl,,,11,11
PRODUCT_OPTION_VALUE,'4384473153619,name,ro,,,11,11
PRODUCT_OPTION_VALUE,'4384473153619,name,sk,,,11,11
PRODUCT_OPTION_VALUE,'4384474169427,name,bg,,,UK 3-5 EUR 35-38,UK 3-5 EUR 35-38
PRODUCT_OPTION_VALUE,'4384474169427,name,de,,,UK 3-5 EUR 35-38,UK 3-5 EUR 35-38
PRODUCT_OPTION_VALUE,'4384474169427,name,en,,,UK 3-5 EUR 35-38,UK 3-5 EUR 35-38
PRODUCT_OPTION_VALUE,'4384474169427,name,es,,,UK 3-5 EUR 35-38,UK 3-5 EUR 35-38
PRODUCT_OPTION_VALUE,'4384474169427,name,fr,,,UK 3-5 EUR 35-38,Royaume-Uni 3-5 EUR 35-38
PRODUCT_OPTION_VALUE,'4384474169427,name,hr,,,UK 3-5 EUR 35-38,UK 3-5 EUR 35-38
PRODUCT_OPTION_VALUE,'4384474169427,name,hu,,,UK 3-5 EUR 35-38,UK 3-5 EUR 35-38
PRODUCT_OPTION_VALUE,'4384474169427,name,it,,,UK 3-5 EUR 35-38,UK 3-5 EUR 35-38
PRODUCT_OPTION_VALUE,'4384474169427,name,pl,,,UK 3-5 EUR 35-38,UK 3-5 EUR 35-38
PRODUCT_OPTION_VALUE,'4384474169427,name,ro,,,UK 3-5 EUR 35-38,UK 3-5 EUR 35-38
PRODUCT_OPTION_VALUE,'4384474169427,name,sk,,,UK 3-5 EUR 35-38,UK 3-5 EUR 35-38
PRODUCT_OPTION_VALUE,'4384474202195,name,bg,,,UK 5-7 EUR 38-41,UK 5-7 EUR 38-41
PRODUCT_OPTION_VALUE,'4384474202195,name,de,,,UK 5-7 EUR 38-41,UK 5-7 EUR 38-41
PRODUCT_OPTION_VALUE,'4384474202195,name,en,,,UK 5-7 EUR 38-41,UK 5-7 EUR 38-41
PRODUCT_OPTION_VALUE,'4384474202195,name,es,,,UK 5-7 EUR 38-41,Reino Unido 5-7 EUR 38-41
PRODUCT_OPTION_VALUE,'4384474202195,name,fr,,,UK 5-7 EUR 38-41,UK 5-7 EUR 38-41
PRODUCT_OPTION_VALUE,'4384474202195,name,hr,,,UK 5-7 EUR 38-41,UK 5-7 EUR 38-41
PRODUCT_OPTION_VALUE,'4384474202195,name,hu,,,UK 5-7 EUR 38-41,UK 5-7 EUR 38-41
PRODUCT_OPTION_VALUE,'4384474202195,name,it,,,UK 5-7 EUR 38-41,Regno Unito 5-7 EUR 38-41
PRODUCT_OPTION_VALUE,'4384474202195,name,pl,,,UK 5-7 EUR 38-41,UK 5-7 EUR 38-41
PRODUCT_OPTION_VALUE,'4384474202195,name,ro,,,UK 5-7 EUR 38-41,UK 5-7 EUR 38-41
PRODUCT_OPTION_VALUE,'4384474202195,name,sk,,,UK 5-7 EUR 38-41,UK 5-7 EUR 38-41
PRODUCT_OPTION_VALUE,'4384474234963,name,bg,,,UK 7-9 EUR 41-43,UK 7-9 EUR 41-43
PRODUCT_OPTION_VALUE,'4384474234963,name,de,,,UK 7-9 EUR 41-43,UK 7-9 EUR 41-43
PRODUCT_OPTION_VALUE,'4384474234963,name,en,,,UK 7-9 EUR 41-43,UK 7-9 EUR 41-43
PRODUCT_OPTION_VALUE,'4384474234963,name,es,,,UK 7-9 EUR 41-43,UK 7-9 EUR 41-43
PRODUCT_OPTION_VALUE,'4384474234963,name,fr,,,UK 7-9 EUR 41-43,Royaume-Uni 7-9 EUR 41-43
PRODUCT_OPTION_VALUE,'4384474234963,name,hr,,,UK 7-9 EUR 41-43,UK 7-9 EUR 41-43
PRODUCT_OPTION_VALUE,'4384474234963,name,hu,,,UK 7-9 EUR 41-43,Egyesült Királyság 7-9 EUR 41-43
PRODUCT_OPTION_VALUE,'4384474234963,name,it,,,UK 7-9 EUR 41-43,UK 7-9 EUR 41-43
PRODUCT_OPTION_VALUE,'4384474234963,name,pl,,,UK 7-9 EUR 41-43,UK 7-9 EUR 41-43
PRODUCT_OPTION_VALUE,'4384474234963,name,ro,,,UK 7-9 EUR 41-43,UK 7-9 EUR 41-43
PRODUCT_OPTION_VALUE,'4384474234963,name,sk,,,UK 7-9 EUR 41-43,UK 7-9 EUR 41-43
PRODUCT_OPTION_VALUE,'4384474267731,name,bg,,,UK 9-11 EUR 43-46,UK 9-11 EUR 43-46
